dataset	tinyId	field	removed_text
health_neuro_drift	synNR12E_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR12E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR13T_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR13T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR13I_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR13I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR13E_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR13E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR14T_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR14T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR14I_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR14I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR14E_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR14E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR15T_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR15T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR15I_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR15I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR15E_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR15E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR16T_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR16T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR16I_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR16I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR16E_t2	name	NESS Cephalgia Module -
health_neuro_drift	synNR16E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR17T_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR17T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR17I_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR17I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR17E_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR17E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR18T_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR18T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR18I_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR18I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR18E_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR18E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR19T_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR19T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR19I_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR19I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR19E_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR19E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR20T_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR20T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR20I_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR20I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR20E_t2	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR20E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR01T_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR01T_t3	question	During the past 6 months, time of acute stroke symptom onset
health_neuro_drift	synNR01T_t3	definition	[definition modified: 229 -> 64 chars]
health_neuro_drift	synNR01I_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR01I_t3	question	During the past 6 months, documented clock time at which the patient or a witness first noticed neurological symptoms consistent with acute stroke
health_neuro_drift	synNR01I_t3	definition	[definition modified: 411 -> 246 chars]
health_neuro_drift	synNR01E_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR01E_t3	question	During the past 6 months, precise clock time at which the patient or a reliable witness first observed focal neurological deficits consistent with acute ischemic stroke, recorded for treatment window assessment
health_neuro_drift	synNR01E_t3	definition	[definition modified: 701 -> 536 chars]
health_neuro_drift	synNR02T_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR02T_t3	question	During the past 6 months, nIHSS total score at presentation
health_neuro_drift	synNR02T_t3	definition	[definition modified: 234 -> 69 chars]
health_neuro_drift	synNR02I_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR02I_t3	question	During the past 6 months, sum of individual NIHSS item scores reflecting the severity of neurological impairment at the time of initial clinical evaluation
health_neuro_drift	synNR02I_t3	definition	[definition modified: 557 -> 392 chars]
health_neuro_drift	synNR02E_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR02E_t3	question	During the past 6 months, composite score from the standardized 15-item NIHSS assessment performed at initial evaluation quantifying the severity of acute neurological deficits across multiple functional domains
health_neuro_drift	synNR02E_t3	definition	[definition modified: 948 -> 783 chars]
health_neuro_drift	synNR03T_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR03T_t3	question	During the past 6 months, post-stroke disability level on the mRS
health_neuro_drift	synNR03T_t3	definition	[definition modified: 229 -> 64 chars]
health_neuro_drift	synNR03I_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR03I_t3	question	During the past 6 months, clinician-assigned disability grade on the modified Rankin Scale assessed at the follow-up visit after acute stroke treatment
health_neuro_drift	synNR03I_t3	definition	[definition modified: 460 -> 295 chars]
health_neuro_drift	synNR03E_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR03E_t3	question	During the past 6 months, ordinal disability grade assigned by a trained evaluator using the modified Rankin Scale at the ninety-day post-stroke follow-up visit reflecting functional independence level
health_neuro_drift	synNR03E_t3	definition	[definition modified: 812 -> 647 chars]
health_neuro_drift	synNR04T_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR04T_t3	question	During the past 6 months, volume of ischemic infarct on brain CT
health_neuro_drift	synNR04T_t3	definition	[definition modified: 230 -> 65 chars]
health_neuro_drift	synNR04I_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR04I_t3	question	During the past 6 months, quantified volume of acute ischemic infarction measured on non-contrast computed tomography of the brain
health_neuro_drift	synNR04I_t3	definition	[definition modified: 443 -> 278 chars]
health_neuro_drift	synNR04E_t3	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR04E_t3	question	During the past 6 months, quantified total volume of acute ischemic infarction in cubic centimeters determined from non-contrast computed tomography of the brain using semi-automated volumetric analysis software
health_neuro_drift	synNR04E_t3	definition	[definition modified: 801 -> 636 chars]
health_neuro_drift	synNR05T_t3	name	NESS Seizure Module -
health_neuro_drift	synNR05T_t3	question	During the past 6 months, number of seizures per month
health_neuro_drift	synNR05T_t3	definition	[definition modified: 225 -> 60 chars]
health_neuro_drift	synNR05I_t3	name	NESS Seizure Module -
health_neuro_drift	synNR05I_t3	question	During the past 6 months, total number of observed or patient-reported seizure episodes occurring within the preceding calendar month
health_neuro_drift	synNR05I_t3	definition	[definition modified: 447 -> 282 chars]
health_neuro_drift	synNR05E_t3	name	NESS Seizure Module -
health_neuro_drift	synNR05E_t3	question	During the past 6 months, total number of clinically apparent seizure episodes recorded in the patient seizure diary and corroborated by caregiver observation during the preceding calendar month
health_neuro_drift	synNR05E_t3	definition	[definition modified: 866 -> 701 chars]
health_neuro_drift	synNR06T_t3	name	NESS Seizure Module -
health_neuro_drift	synNR06T_t3	question	During the past 6 months, iLAE classification of seizure type
health_neuro_drift	synNR06T_t3	definition	[definition modified: 227 -> 62 chars]
health_neuro_drift	synNR06I_t3	name	NESS Seizure Module -
health_neuro_drift	synNR06I_t3	question	During the past 6 months, seizure type assigned according to the International League Against Epilepsy 2017 operational classification system
health_neuro_drift	synNR06I_t3	definition	[definition modified: 485 -> 320 chars]
health_neuro_drift	synNR06E_t3	name	NESS Seizure Module -
health_neuro_drift	synNR06E_t3	question	During the past 6 months, primary seizure type assigned by a neurologist according to the ILAE 2017 classification based on clinical semiology and electroencephalographic findings
health_neuro_drift	synNR06E_t3	definition	[definition modified: 865 -> 700 chars]
health_neuro_drift	synNR07T_t3	name	NESS Seizure Module -
health_neuro_drift	synNR07T_t3	question	During the past 6 months, name of current antiepileptic medication
health_neuro_drift	synNR07T_t3	definition	[definition modified: 215 -> 50 chars]
health_neuro_drift	synNR07I_t3	name	NESS Seizure Module -
health_neuro_drift	synNR07I_t3	question	During the past 6 months, generic name of the antiepileptic medication currently prescribed for seizure control
health_neuro_drift	synNR07I_t3	definition	[definition modified: 451 -> 286 chars]
health_neuro_drift	synNR07E_t3	name	NESS Seizure Module -
health_neuro_drift	synNR07E_t3	question	During the past 6 months, international nonproprietary name of the principal antiepileptic medication prescribed for the management of the patient's epilepsy syndrome
health_neuro_drift	synNR07E_t3	definition	[definition modified: 772 -> 607 chars]
health_neuro_drift	synNR08T_t3	name	NESS Seizure Module -
health_neuro_drift	synNR08T_t3	question	During the past 6 months, primary EEG finding classification
health_neuro_drift	synNR08T_t3	definition	[definition modified: 224 -> 59 chars]
health_neuro_drift	synNR08I_t3	name	NESS Seizure Module -
health_neuro_drift	synNR08I_t3	question	During the past 6 months, dominant abnormality classification from the routine scalp electroencephalogram recording
health_neuro_drift	synNR08I_t3	definition	[definition modified: 448 -> 283 chars]
health_neuro_drift	synNR08E_t3	name	NESS Seizure Module -
health_neuro_drift	synNR08E_t3	question	During the past 6 months, dominant electroencephalographic abnormality classified from the routine scalp EEG recording obtained as part of the comprehensive epilepsy diagnostic evaluation
health_neuro_drift	synNR08E_t3	definition	[definition modified: 859 -> 694 chars]
health_neuro_drift	synNR09T_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR09T_t3	question	During the past 6 months, clinical tremor severity grade
health_neuro_drift	synNR09T_t3	definition	[definition modified: 221 -> 56 chars]
health_neuro_drift	synNR09I_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR09I_t3	question	During the past 6 months, ordinal severity grade assigned to the patient's tremor during the standard neurological motor examination
health_neuro_drift	synNR09I_t3	definition	[definition modified: 460 -> 295 chars]
health_neuro_drift	synNR09E_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR09E_t3	question	During the past 6 months, ordinal severity grade for resting and action tremor assigned by the examining neurologist based on visual assessment of amplitude, frequency, and functional impact during the standardized motor examination
health_neuro_drift	synNR09E_t3	definition	[definition modified: 914 -> 749 chars]
health_neuro_drift	synNR10T_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR10T_t3	question	During the past 6 months, unified Parkinson's Disease Rating Scale Part III total
health_neuro_drift	synNR10T_t3	definition	[definition modified: 223 -> 58 chars]
health_neuro_drift	synNR10I_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR10I_t3	question	During the past 6 months, total score from the Movement Disorder Society Unified Parkinson's Disease Rating Scale Part III motor examination
health_neuro_drift	synNR10I_t3	definition	[definition modified: 577 -> 412 chars]
health_neuro_drift	synNR10E_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR10E_t3	question	During the past 6 months, composite score from the MDS-UPDRS Part III standardized motor examination assessing eighteen items across speech, facial expression, rigidity, bradykinesia, tremor, gait, and postural stability domains
health_neuro_drift	synNR10E_t3	definition	[definition modified: 1050 -> 885 chars]
health_neuro_drift	synNR11T_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR11T_t3	question	During the past 6 months, standardized gait evaluation rating
health_neuro_drift	synNR11T_t3	definition	[definition modified: 222 -> 57 chars]
health_neuro_drift	synNR11I_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR11I_t3	question	During the past 6 months, composite numeric score from the standardized clinical gait evaluation performed during the movement disorder examination
health_neuro_drift	synNR11I_t3	definition	[definition modified: 495 -> 330 chars]
health_neuro_drift	synNR11E_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR11E_t3	question	During the past 6 months, composite numeric score from the standardized gait evaluation protocol assessing stride length, cadence, arm swing symmetry, turning stability, and freezing of gait episodes during the movement disorder examination
health_neuro_drift	synNR11E_t3	definition	[definition modified: 913 -> 748 chars]
health_neuro_drift	synNR12T_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR12T_t3	question	During the past 6 months, total daily levodopa equivalent dose in milligrams
health_neuro_drift	synNR12T_t3	definition	[definition modified: 236 -> 71 chars]
health_neuro_drift	synNR12I_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR12I_t3	question	During the past 6 months, sum of all dopaminergic medications converted to levodopa equivalent dose in milligrams per day
health_neuro_drift	synNR12I_t3	definition	[definition modified: 483 -> 318 chars]
health_neuro_drift	synNR12E_t3	name	NESS Motor Function Module -
health_neuro_drift	synNR12E_t3	question	During the past 6 months, aggregate daily dopaminergic medication burden expressed as the sum of all prescribed antiparkinsonian agents converted to levodopa milligram equivalents using published conversion ratios
health_neuro_drift	synNR12E_t3	definition	[definition modified: 909 -> 744 chars]
health_neuro_drift	synNR13T_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR13T_t3	question	During the past 6 months, current headache pain severity score
health_neuro_drift	synNR13T_t3	definition	[definition modified: 223 -> 58 chars]
health_neuro_drift	synNR13I_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR13I_t3	question	During the past 6 months, patient-reported headache pain intensity on a numeric rating scale from zero for no pain to ten for worst imaginable pain
health_neuro_drift	synNR13I_t3	definition	[definition modified: 471 -> 306 chars]
health_neuro_drift	synNR13E_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR13E_t3	question	During the past 6 months, patient self-reported headache pain intensity score on the standard eleven-point numeric rating scale ranging from zero for no pain to ten for the worst pain imaginable, recorded at the headache clinic evaluation
health_neuro_drift	synNR13E_t3	definition	[definition modified: 952 -> 787 chars]
health_neuro_drift	synNR14T_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR14T_t3	question	During the past 6 months, whether migraine is preceded by aura
health_neuro_drift	synNR14T_t3	definition	[definition modified: 226 -> 61 chars]
health_neuro_drift	synNR14I_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR14I_t3	question	During the past 6 months, whether the patient's migraine attacks are preceded by reversible focal neurological symptoms meeting aura criteria
health_neuro_drift	synNR14I_t3	definition	[definition modified: 465 -> 300 chars]
health_neuro_drift	synNR14E_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR14E_t3	question	During the past 6 months, binary classification indicating whether the patient's migraine attacks are preceded by fully reversible focal neurological symptoms meeting ICHD-3 aura diagnostic criteria including visual, sensory, or language phenomena
health_neuro_drift	synNR14E_t3	definition	[definition modified: 988 -> 823 chars]
health_neuro_drift	synNR15T_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR15T_t3	question	During the past 6 months, number of headache days per month
health_neuro_drift	synNR15T_t3	definition	[definition modified: 225 -> 60 chars]
health_neuro_drift	synNR15I_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR15I_t3	question	During the past 6 months, total number of calendar days on which headache of any duration occurred during the preceding month
health_neuro_drift	synNR15I_t3	definition	[definition modified: 468 -> 303 chars]
health_neuro_drift	synNR15E_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR15E_t3	question	During the past 6 months, total number of unique calendar days on which headache of any type or duration occurred during the preceding month as recorded prospectively in the validated patient headache diary
health_neuro_drift	synNR15E_t3	definition	[definition modified: 880 -> 715 chars]
health_neuro_drift	synNR16T_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR16T_t3	question	During the past 6 months, patient age when headaches first began
health_neuro_drift	synNR16T_t3	definition	[definition modified: 219 -> 54 chars]
health_neuro_drift	synNR16I_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR16I_t3	question	During the past 6 months, age in years at which the patient first experienced recurrent headaches meeting diagnostic criteria
health_neuro_drift	synNR16I_t3	definition	[definition modified: 536 -> 371 chars]
health_neuro_drift	synNR16E_t3	name	NESS Cephalgia Module -
health_neuro_drift	synNR16E_t3	question	During the past 6 months, age in years at which the patient first experienced recurrent headache episodes meeting International Classification of Headache Disorders criteria for a primary headache disorder
health_neuro_drift	synNR16E_t3	definition	[definition modified: 912 -> 747 chars]
health_neuro_drift	synNR17T_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR17T_t3	question	During the past 6 months, motor nerve conduction speed measurement
health_neuro_drift	synNR17T_t3	definition	[definition modified: 229 -> 64 chars]
health_neuro_drift	synNR17I_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR17I_t3	question	During the past 6 months, speed of electrical impulse propagation along a motor nerve measured during nerve conduction studies
health_neuro_drift	synNR17I_t3	definition	[definition modified: 479 -> 314 chars]
health_neuro_drift	synNR17E_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR17E_t3	question	During the past 6 months, speed of electrical impulse propagation along a motor nerve segment in meters per second measured during standardized nerve conduction studies as part of the electrodiagnostic evaluation of peripheral neuropathy
health_neuro_drift	synNR17E_t3	definition	[definition modified: 1023 -> 858 chars]
health_neuro_drift	synNR18T_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR18T_t3	question	During the past 6 months, neuropathy-specific pain severity rating
health_neuro_drift	synNR18T_t3	definition	[definition modified: 228 -> 63 chars]
health_neuro_drift	synNR18I_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR18I_t3	question	During the past 6 months, total score from a validated neuropathic pain assessment questionnaire reflecting the severity of pain symptoms attributable to peripheral nerve damage
health_neuro_drift	synNR18I_t3	definition	[definition modified: 480 -> 315 chars]
health_neuro_drift	synNR18E_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR18E_t3	question	During the past 6 months, total symptom severity score from a validated neuropathic pain questionnaire quantifying the intensity and character of pain symptoms including burning, shooting, and electric shock sensations attributable to peripheral nerve damage
health_neuro_drift	synNR18E_t3	definition	[definition modified: 1015 -> 850 chars]
health_neuro_drift	synNR19T_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR19T_t3	question	During the past 6 months, quantitative vibration sense measurement
health_neuro_drift	synNR19T_t3	definition	[definition modified: 230 -> 65 chars]
health_neuro_drift	synNR19I_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR19I_t3	question	During the past 6 months, quantitative threshold of vibration detection at the great toe measured using a biothesiometer or similar device
health_neuro_drift	synNR19I_t3	definition	[definition modified: 520 -> 355 chars]
health_neuro_drift	synNR19E_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR19E_t3	question	During the past 6 months, quantitative vibration detection threshold at the dorsal surface of the great toe measured using biothesiometer quantitative sensory testing expressed in micrometers of displacement or voltage units
health_neuro_drift	synNR19E_t3	definition	[definition modified: 1027 -> 862 chars]
health_neuro_drift	synNR20T_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR20T_t3	question	During the past 6 months, hbA1c level for diabetic neuropathy screening
health_neuro_drift	synNR20T_t3	definition	[definition modified: 231 -> 66 chars]
health_neuro_drift	synNR20I_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR20I_t3	question	During the past 6 months, glycated hemoglobin level measured as part of the laboratory evaluation for suspected diabetic peripheral neuropathy
health_neuro_drift	synNR20I_t3	definition	[definition modified: 518 -> 353 chars]
health_neuro_drift	synNR20E_t3	name	NESS Peripheral Nerve Module -
health_neuro_drift	synNR20E_t3	question	During the past 6 months, glycated hemoglobin percentage measured in the comprehensive laboratory panel for peripheral neuropathy etiological evaluation to assess glycemic status as a contributing factor to nerve damage
health_neuro_drift	synNR20E_t3	definition	[definition modified: 1029 -> 864 chars]
